,index,Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,price(100g)
498,1109,Metiisto,Akesson Estate,2014,72.0,Sweden,70.0,Trinitario,Madagascar,138600.0
499,1115,Michel Cluizel,Carre Grand Noir,2006,85.0,France,40.0,Blend,Other,85000.0
500,1120,Michel Cluizel,Noir Infini,2006,99.0,France,40.0,Blend,Other,99000.0
501,1121,Middlebury,Maya Mountain,2015,80.0,U.S.A.,70.0,Trinitario,Belize,154000.0
502,1123,Middlebury,Oko Caribe,2015,75.0,U.S.A.,75.0,Blend,Dominican Republic,140625.0
503,1124,Middlebury,"Patanemo, Epoch, Donaldo",2015,75.0,U.S.A.,75.0,Blend,Venezuela,140625.0
504,1125,Middlebury,Kokoa Kamili,2015,75.0,U.S.A.,65.0,Blend,Tanzania,121875.0
505,1127,Middlebury,La Red,2013,75.0,U.S.A.,50.0,Blend,Dominican Republic,93750.0
506,1128,Middlebury,Belize,2013,80.0,U.S.A.,65.0,Trinitario,Belize,143000.0
507,1130,Middlebury,Alto Beni,2012,75.0,U.S.A.,40.0,Criollo,Bolivia,75000.0
508,1135,Mindo,Ecuador,2010,77.0,U.S.A.,55.0,Blend,Ecuador,105875.0
509,1137,Mission,"Fazenda Camboa, Bahia",2016,75.0,Brazil,75.0,Blend,Brazil,140625.0
510,1140,Moho,"Toledo District, w/ nibs",2013,73.0,U.S.A.,65.0,Trinitario,Belize,130487.50000000001
511,1141,Moho,Toledo District,2013,72.0,U.S.A.,60.0,Trinitario,Belize,118800.00000000001
512,1149,Monarque,Oko Caribe,2016,72.0,Canada,70.0,Blend,Dominican Republic,126000.0
513,1153,Montecristi,Manabi,2015,85.0,Ecuador,70.0,Blend,Ecuador,148750.0
514,1155,Muchomas (Mesocacao),Nicaragua,2015,80.0,U.S.A.,70.0,Blend,Nicaragua,140000.0
515,1157,Mutari,"Oko Caribe, batch 1 SRB",2016,71.0,U.S.A.,55.0,Blend,Domincan Republic,97625.0
516,1159,Mutari,"Tien Giang, batch 1 SRB",2016,80.0,U.S.A.,60.0,Trinitario,Vietnam,132000.0
517,1163,Naive,"Maranon Canyon, Fortunato No. 4",2013,78.0,Lithuania,75.0,Forastero (Nacional),Peru,146250.0
518,1164,Naive,Grenada,2012,71.0,Lithuania,50.0,Trinitario,Grenada,97625.00000000001
519,1166,Na�ve,Chuao,2014,75.0,Lithuania,55.0,Trinitario,Venezuela,113437.50000000001
520,1168,Nanea,Criollo Blend,2013,85.0,U.S.A.,70.0,Blend,Hawaii,148750.0
521,1169,Nathan Miller,Peru,2014,72.0,U.S.A.,45.0,Blend,Peru,81000.0
522,1171,Nathan Miller,Madagascar,2014,73.5,U.S.A.,50.0,Trinitario,Madagascar,101062.50000000001
523,1175,Neuhaus (Callebaut),Dark,2007,73.0,Belgium,20.0,Blend,Other,36500.0
524,1176,Neuhaus (Callebaut),West Africa,2006,73.0,Belgium,40.0,Forastero,West Africa,73000.0
525,1177,Neuhaus (Callebaut),Sao Tome,2006,75.0,Belgium,55.0,Forastero,Sao Tome,103125.0
526,1178,Neuhaus (Callebaut),Ocumare,2006,71.0,Belgium,60.0,Criollo,Venezuela,106500.0
527,1179,Nibble,Patanemo,2015,72.0,U.S.A.,45.0,Criollo,Venezuela,81000.0
528,1180,Nibble,Elvesia P.,2015,72.0,U.S.A.,55.0,Trinitario,Dominican Republic,108900.00000000001
529,1181,Nibble,"Ambanja, Sambirano Valley",2015,72.0,U.S.A.,60.0,Trinitario,Madagascar,118800.00000000001
530,1182,Nibble,Tumbes,2015,72.0,U.S.A.,60.0,Criollo,Peru,108000.0
531,1183,Night Owl,Peru,2013,75.0,U.S.A.,55.0,Blend,Peru,103125.0
532,1184,Night Owl,Ecuador,2013,75.0,U.S.A.,70.0,Blend,Ecuador,131250.0
533,1185,Noble Bean aka Jerjobo,Ghana,2014,75.0,U.S.A.,60.0,Forastero,Ghana,112500.0
534,1186,Noble Bean aka Jerjobo,Moho Valley,2014,75.0,U.S.A.,60.0,Trinitario,Belize,123750.00000000001
535,1187,Noble Bean aka Jerjobo,Maranon Canyon,2014,75.0,U.S.A.,65.0,Forastero (Nacional),Peru,121875.0
536,1191,Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",2012,75.0,Niacragua,55.0,Blend,Nicaragua,103125.0
537,1192,Nova Monda,"Punta Galera, cacao Nacional, gold label",2012,80.0,Nicaragua,65.0,Forastero (Nacional),Ecuador,130000.0
538,1203,Ocelot,Piura,2015,75.0,Scotland,80.0,Criollo,Peru,150000.0
539,1204,Ocho,Sang Yum Coop,2016,100.0,New Zealand,55.0,Blend,Samoa,137500.0
540,1208,Ocho,"PNG, Voodoo",2014,88.0,New Zealand,65.0,Blend,Papua New Guinea,143000.0
541,1209,Ocho,"PNG, Nib Bar",2014,74.0,New Zealand,70.0,Blend,Papua New Guinea,129500.0
542,1213,Olive and Sinclair,Dominican Republic prototype,2010,72.0,U.S.A.,60.0,Blend,Dominican Republic,108000.0
543,1214,Olive and Sinclair,Ghana prototype,2010,72.0,U.S.A.,60.0,Forastero,Ghana,108000.0
544,1216,Olive and Sinclair,Dark 75,2009,75.0,U.S.A.,60.0,Blend,"Ghana, Domin. Rep",112500.0
545,1217,Olivia,Carribean-Raw,2011,76.0,Canada,40.0,Blend,Carribean,76000.0
546,1218,Olivia,Carribean,2011,76.0,Canada,55.0,Blend,Carribean,104500.0
547,1219,Olivia,Carribean,2011,85.0,Canada,55.0,Blend,Carribean,116875.0
548,1220,Olivia,Carribean-Raw,2011,85.0,Canada,60.0,Blend,Carribean,127500.0
549,1221,Omanhene,Ghana,2011,80.0,Ghana,55.0,Forastero,Ghana,110000.0
550,1225,organicfair,Maya Mountain,2013,74.0,Canada,55.0,Trinitario,Belize,111925.00000000001
551,1226,organicfair,La Red,2013,72.0,Canada,55.0,Blend,Dominican Republic,99000.0
552,1227,organicfair,Nicaraqua,2013,72.0,Canada,55.0,Trinitario,Nicaragua,108900.00000000001
553,1228,organicfair,Caribe,2013,72.0,Canada,60.0,Blend,Dominican Republic,108000.0
554,1229,organicfair,Mindo,2013,72.0,Canada,60.0,Trinitario,Ecuador,118800.00000000001
555,1231,Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",2014,80.0,Switzerland,65.0,Blend,Other,130000.0
556,1234,Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",2009,75.0,Switzerland,60.0,Criollo,Peru,112500.0
557,1239,Orquidea,Peru,2012,72.0,Peru,60.0,Blend,Peru,108000.0
558,1245,Pacari,"Ecuador, raw",2012,85.0,Ecuador,55.0,Blend,Ecuador,116875.0
559,1250,Pacari,Los Rios,2008,72.0,Ecuador,60.0,Forastero (Arriba),Ecuador,108000.0
560,1251,Pacari,Raw,2008,100.0,Ecuador,40.0,Forastero (Arriba),Ecuador,100000.0
561,1254,Palette de Bine,Maya Mtn,2016,72.0,Canada,60.0,Trinitario,Belize,118800.00000000001
562,1257,Palette de Bine,Kokoa Kamili,2015,72.0,Canada,70.0,Blend,Tanzania,126000.0
563,1258,Palette de Bine,Lam Dong,2015,72.0,Canada,75.0,Trinitario,Vietnam,148500.0
564,1259,Palette de Bine,"Alto Beni, Palos Blancos",2014,72.0,Canada,55.0,Blend,Bolivia,99000.0
565,1260,Palette de Bine,Sambirano,2014,78.0,Canada,75.0,Trinitario,Madagascar,160875.0
566,1261,Palette de Bine,"Camino Verde P., Balao, Guayas",2014,75.0,Canada,55.0,Blend,Ecuador,103125.0
567,1262,Palette de Bine,Duo- Gran Couva & Camino Verde,2014,75.0,Canada,70.0,Blend,"Trinidad, Ecuador",131250.0
568,1264,Pangea,Matasawalevu,2016,76.0,Spain,60.0,Blend,Fiji,114000.0
569,1273,Patric,Madagascar,2009,75.0,U.S.A.,80.0,Trinitario,Madagascar,165000.0
570,1278,Paul Young,"Madagascar, w/ shell",2014,73.0,U.K.,45.0,Trinitario,Madagascar,90337.50000000001
571,1280,Peppalo,Dominican Republic,2015,82.0,U.S.A.,60.0,Blend,Dominican Republic,123000.0
572,1282,Pierre Marcolini,Chuao,2010,75.0,Belgium,60.0,Criollo,Venezuela,112500.0
573,1283,Pierre Marcolini,Trinite,2010,75.0,Belgium,65.0,Trinitario,Trinidad,134062.5
574,1284,Pierre Marcolini,"Baracoa, Cuba",2010,78.0,Belgium,75.0,"Criollo, Forastero",Cuba,146250.0
575,1285,Pierre Marcolini,"Peru, Las Pampas P.",2010,85.0,Belgium,60.0,Criollo,Peru,127500.0
576,1286,Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",2009,72.0,Belgium,60.0,Forastero,Brazil,108000.0
577,1287,Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",2009,72.0,Belgium,60.0,Criollo,Mexico,108000.0
578,1289,Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",2007,72.0,Belgium,75.0,Forastero (Nacional),Ecuador,135000.0
579,1290,Pierre Marcolini,"Sambirano, Ambanja, Madagascar",2007,72.0,Belgium,80.0,Trinitario,Madagascar,158400.0
580,1291,Pierre Marcolini,Fleur de Cacao,2007,85.0,Belgium,70.0,Blend,Venezuela/ Ghana,148750.0
581,1292,Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",2006,72.0,Belgium,80.0,Criollo,Mexico,144000.0
582,1293,Pierre Marcolini,"Kendem Lembu, Java",2006,72.0,Belgium,60.0,Criollo,Indonesia,108000.0
583,1294,Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",2006,72.0,Belgium,80.0,Criollo,Venezuela,144000.0
584,1295,Pinellas,Wampusirpi Region,2016,80.0,U.S.A.,50.0,Blend,Honduras,100000.0
585,1297,Pitch Dark,Johe,2015,80.0,U.S.A.,55.0,Blend,Nicaragua,110000.0
586,1298,Pitch Dark,Chuno,2015,80.0,U.S.A.,55.0,"Criollo, Trinitario",Nicaragua,121000.00000000001
587,1299,Pitch Dark,Nicalizo,2015,80.0,U.S.A.,55.0,Trinitario,Nicaragua,121000.00000000001
588,1300,Pitch Dark,Rugoso,2015,80.0,U.S.A.,65.0,Blend,Nicaragua,130000.0
589,1301,Pitch Dark,Akesson Estate,2014,73.0,U.S.A.,65.0,Trinitario,Madagascar,130487.50000000001
590,1302,Pitch Dark,Namau Village,2014,73.0,U.S.A.,50.0,Trinitario,Fiji,100375.00000000001
591,1303,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",2014,73.0,U.S.A.,65.0,Blend,Ecuador,118625.0
592,1304,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",2014,73.0,U.S.A.,70.0,Blend,Ecuador,127750.0
593,1305,Pomm (aka Dead Dog),"La Red, 2011",2012,76.0,U.S.A.,50.0,Blend,Dominican Republic,95000.0
594,1306,Pomm (aka Dead Dog),Peru,2012,82.0,U.S.A.,55.0,Criollo,Peru,112750.0
595,1313,Potomac,"Upala, Batch 12",2010,82.0,U.S.A.,75.0,Matina,Costa Rica,153750.0
596,1314,Pralus,Peru,2015,75.0,France,65.0,Blend,Peru,121875.0
597,1315,Pralus,"Porcelana, S. of Lake Maracaibo",2011,75.0,France,65.0,Criollo (Porcelana),Venezuela,121875.0
598,1316,Pralus,Chuao,2010,75.0,France,70.0,Trinitario,Venezuela,144375.0
599,1317,Pralus,Cuyagua,2009,75.0,France,40.0,Blend,Venezuela,75000.0
600,1318,Pralus,Papouasie,2008,75.0,France,60.0,Trinitario,Papua New Guinea,123750.00000000001
601,1319,Pralus,"Sambirano Valley, Le 100%",2008,100.0,France,60.0,Criollo,Madagascar,150000.0
602,1320,Pralus,Dominican Republic-Organic,2008,75.0,France,40.0,Blend,Dominican Republic,75000.0
603,1321,Pralus,"Monte Alegre, Diego Badero",2008,75.0,France,70.0,Blend,Brazil,131250.0
604,1322,Pralus,Claudio Corallo w/ nibs,2007,75.0,France,80.0,Forastero,Sao Tome,150000.0
605,1323,Pralus,"Monte Alegre (Itacare), Brazil",2006,75.0,France,60.0,Forastero,Brazil,112500.0
606,1324,Pralus,Tanzania,2006,75.0,France,70.0,Criollo,Tanzania,131250.0
607,1325,Pralus,Sao Tome & Principe,2006,75.0,France,70.0,Forastero,Sao Tome & Principe,131250.0
608,1326,Pralus,Trinidad,2006,75.0,France,70.0,Trinitario,Trinidad,144375.0
609,1327,Pralus,"Madagascar, Nosy Be Isle.",2006,75.0,France,75.0,Criollo,Madagascar,140625.0
610,1328,Pralus,"Java, Indonesie",2006,75.0,France,70.0,Criollo,Indonesia,131250.0
611,1329,Pralus,"Barlovento, Venezuela",2006,75.0,France,70.0,Trinitario,Venezuela,144375.0
612,1330,Pralus,Jamaique,2006,75.0,France,80.0,Trinitario,Jamaica,165000.0
613,1331,Pralus,Equateur,2006,75.0,France,60.0,Trinitario,Ecuador,123750.00000000001
614,1332,Pralus,Vanuatu,2006,75.0,France,60.0,Trinitario,Vanuatu,123750.00000000001
615,1333,Pralus,Ghana,2006,75.0,France,65.0,Forastero,Ghana,121875.0
616,1334,Pralus,Colombie,2006,75.0,France,70.0,Trinitario,Colombia,144375.0
617,1335,Pralus,Fortissima,2006,80.0,France,80.0,"Criollo, Trinitario",Ecuador,176000.0
618,1336,Pralus,Cuba,2006,75.0,France,60.0,Trinitario,Cuba,123750.00000000001
619,1337,Pralus,"Caracas, Venezuela and Ghana",2006,75.0,France,60.0,"Trinitario, Forastero","Venezuela, Ghana",123750.00000000001
620,1338,Pralus,"Djakarta, Java and Ghana",2006,75.0,France,70.0,"Criollo, Forastero","Indonesia, Ghana",131250.0
621,1339,Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",2016,77.0,U.K.,70.0,Blend,Ecuador,134750.0
622,1341,Pump Street Bakery,"Akesson's, batch 4411",2015,74.0,U.K.,70.0,Criollo,Madagascar,129500.0
623,1342,Pump Street Bakery,Honduras,2015,80.0,U.K.,55.0,Blend,Honduras,110000.0
624,1343,Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",2014,75.0,U.K.,55.0,Trinitario,Venezuela,113437.50000000001
625,1344,Pump Street Bakery,Guantupi River,2014,75.0,U.K.,60.0,Forastero (Nacional),Ecuador,112500.0
626,1345,Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",2014,72.0,U.K.,65.0,Trinitario,Madagascar,128700.00000000001
627,1346,Pump Street Bakery,Guantupi River,2014,85.0,U.K.,55.0,Forastero (Nacional),Ecuador,116875.0
628,1347,Pura Delizia,Venezuela,2012,73.0,Italy,55.0,Blend,Venezuela,100375.0
629,1348,Q Chocolate,Brazil,2013,75.0,Brazil,65.0,Blend,Brazil,121875.0
630,1349,Q Chocolate,Brazil,2013,85.0,Brazil,70.0,Blend,Brazil,148750.0
631,1351,Q Chocolate,Brazil,2013,80.0,Brazil,65.0,Blend,Brazil,130000.0
632,1355,Quetzalli (Wolter),"Uranga, Lot 22032016",2016,74.0,Mexico,60.0,Trinitario,Mexico,122100.00000000001
633,1357,Raaka,Virunga,2015,75.0,U.S.A.,55.0,Forastero,Congo,103125.0
634,1358,Raaka,Madagascar,2012,75.0,U.S.A.,65.0,Trinitario,Madagascar,134062.5
635,1359,Raaka,La Red,2011,85.0,U.S.A.,70.0,Blend,Dominican Republic,148750.0
636,1361,Rancho San Jacinto,Ecuador,2010,75.0,Eucador,60.0,"Forastero(Arriba, CCN)",Ecuador,112500.0
637,1363,Ranger,"Chulucanas, Batch 1",2015,80.0,U.S.A.,65.0,Blend,Peru,130000.0
638,1364,Ranger,"Tumbes, Batch 2",2015,73.0,U.S.A.,70.0,Criollo,Peru,127750.0
639,1365,Raoul Boulanger,Piura,2016,75.0,France,65.0,Criollo,Peru,121875.0
640,1367,Republica del Cacao (aka Confecta),Esmeraldas,2010,75.0,Ecuador,65.0,Blend,Ecuador,121875.0
641,1368,Republica del Cacao (aka Confecta),"Los Rios, Vinces",2009,75.0,Ecuador,50.0,Forastero (Arriba),Ecuador,93750.0
642,1369,Republica del Cacao (aka Confecta),Manabi,2007,75.0,Ecuador,60.0,Forastero (Arriba),Ecuador,112500.0
643,1371,Republica del Cacao (aka Confecta),Los Rios,2007,75.0,Ecuador,75.0,Forastero (Arriba),Ecuador,140625.0
644,1372,Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",2016,75.0,U.S.A.,75.0,Blend,Ecuador,140625.0
645,1373,Ritual,"Camino Verde P., Balao, Guayas, 2014",2015,85.0,U.S.A.,70.0,Blend,Ecuador,148750.0
646,1375,Ritual,"Toledo District, Maya",2013,75.0,U.S.A.,75.0,Trinitario,Belize,154687.5
647,1376,Ritual,"Maranon, Cajamarca",2013,75.0,U.S.A.,60.0,Forastero (Nacional),Peru,112500.0
648,1377,Ritual,Sambirano,2012,75.0,U.S.A.,80.0,Trinitario,Madagascar,165000.0
649,1378,Ritual,"Camino Verde P., 2012, Balao, Guayas",2012,75.0,U.S.A.,65.0,Nacional (Arriba),Ecuador,121875.0
650,1379,Ritual,Gran Couva,2012,75.0,U.S.A.,70.0,Trinitario,Trinidad,144375.0
651,1380,Ritual,Costa Rica,2011,75.0,U.S.A.,70.0,Blend,Costa Rica,131250.0
652,1384,Robert (aka Chocolaterie Robert),Madagascar,2013,75.0,Madagascar,65.0,Trinitario,Madagascar,134062.5
653,1387,Rogue,"La Masica, Batch 1, FHIA Research Center",2016,75.0,U.S.A.,75.0,Blend,Honduras,140625.0
654,1389,Rogue,"Tranquilidad, Batch 1",2015,75.0,U.S.A.,65.0,Blend,Bolivia,121875.0
655,1390,Rogue,Porcelana,2014,80.0,U.S.A.,75.0,Criollo,Venezuela,150000.0
656,1393,Rogue,"Silvestre, Batch 7, 2013",2013,75.0,U.S.A.,80.0,Blend,Bolivia,150000.0
657,1394,Rogue,"Bachelor's Hall E., St. Thomas Parish",2013,75.0,U.S.A.,75.0,Trinitario,Jamaica,154687.5
658,1395,Rogue,"Camino Verde P., Balao, Guayas",2012,75.0,U.S.A.,75.0,Nacional (Arriba),Ecuador,140625.0
659,1396,Rogue,"Silvestre, Batch 1, 2011",2011,75.0,U.S.A.,60.0,Criollo,Bolivia,112500.0
660,1397,Rogue,Piura,2010,75.0,U.S.A.,75.0,Blend,Peru,140625.0
661,1403,Rozsavolgyi,Sur del Lago,2012,84.0,Hungary,50.0,Blend,Venezuela,105000.0
662,1404,Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",2012,76.0,Hungary,45.0,Trinitario,Venezuela,94050.00000000001
663,1405,Rozsavolgyi,"Sambirano, Akesson Estate",2012,72.0,Hungary,50.0,Trinitario,Madagascar,99000.00000000001
664,1406,Rozsavolgyi,Carenero Superior,2011,73.0,Hungary,70.0,Criollo,Venezuela,127750.0
665,1407,Rozsavolgyi,Porcelana,2011,71.0,Hungary,50.0,Blend,Venezuela,88750.0
666,1409,Rozsavolgyi,Principe,2011,77.0,Hungary,55.0,Forastero,Principe,105875.0
667,1411,S.A.I.D.,100 percent,2010,100.0,Italy,30.0,Blend,Other,75000.0
668,1413,S.A.I.D.,Arawak,2010,72.0,Italy,70.0,Blend,Carribean,126000.0
669,1414,S.A.I.D.,Latino,2010,72.0,Italy,70.0,Blend,Other,126000.0
670,1415,Sacred,Midnight,2012,83.0,U.S.A.,55.0,Blend,Central and S. America,114125.0
671,1421,Santander (Compania Nacional),Colombian 2008,2009,75.0,Colombia,55.0,Forastero (Nacional),Colombia,103125.0
672,1427,Scharffen Berger,San Juan de Cheni,2012,78.0,U.S.A.,80.0,Blend,Peru,156000.0
673,1433,Scharffen Berger,Ben Tre,2009,72.0,U.S.A.,75.0,Trinitario,Vietnam,148500.0
674,1434,Scharffen Berger,Finisterra,2008,72.0,U.S.A.,60.0,Blend,"Ven., Trinidad, Mad.",108000.0
675,1435,Scharffen Berger,Las Islas,2007,72.0,U.S.A.,60.0,Blend,Carribean(DR/Jam/Tri),108000.0
676,1437,Scharffen Berger,Cuyagua,2007,75.0,U.S.A.,75.0,Blend,Venezuela,140625.0
677,1438,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),2007,75.0,U.S.A.,60.0,Blend,Carribean,112500.0
678,1439,Scharffen Berger,Extra Dark,2006,82.0,U.S.A.,40.0,Blend,Other,82000.0
679,1446,Shark Mountain,Jamaica,2015,72.0,U.S.A.,65.0,Trinitario,Jamaica,128700.00000000001
680,1447,Shark Mountain,Papua New Guinea,2015,73.0,U.S.A.,70.0,Forastero,Papua New Guinea,127750.0
681,1448,Shark Mountain,Cuyagua,2015,77.0,U.S.A.,55.0,Criollo,Venezuela,105875.0
682,1449,Shark Mountain,ROIG,2015,74.0,U.S.A.,70.0,"Criollo, Trinitario",Dominican Republic,142450.0
683,1450,Shark Mountain,Ecuador,2014,75.0,U.S.A.,60.0,Trinitario,Ecuador,123750.00000000001
684,1451,Shark Mountain,"Belize, 2013",2014,72.0,U.S.A.,65.0,"Criollo, Trinitario",Belize,128700.00000000001
685,1452,Shark's,Hilo,2011,73.0,U.S.A.,40.0,Blend,Hawaii,73000.0
686,1453,Shark's,"Hilo, w/ added cocoa butter",2011,73.0,U.S.A.,50.0,Blend,Hawaii,91250.0
687,1455,Shattell,Porcelana,2011,75.0,Peru,70.0,Criollo,Peru,131250.0
688,1456,Sibu,Oro,2015,82.0,Costa Rica,65.0,Blend,Costa Rica,133250.0
689,1463,Sirene,Wild Bolivia,2016,73.0,Canada,70.0,Blend,Bolivia,127750.0
690,1464,Sirene,Kokoa Kamili Coop,2016,73.0,Canada,70.0,Blend,Tanzania,127750.0
691,1465,Sirene,"Esmeraldas, Salazar Farm",2016,73.0,Canada,75.0,Blend,Ecuador,136875.0
692,1466,Sirene,"Somia Plantation, 2012",2015,100.0,Canada,60.0,Trinitario,Madagascar,165000.0
693,1467,Sirene,"Camino Verde P., Balao, Guayas, 2012",2015,100.0,Canada,60.0,Blend,Ecuador,150000.0
694,1468,Sirene,Lachua w/ cane sugar,2015,73.0,Canada,60.0,Blend,Guatemala,109500.0
695,1469,Sirene,"Lachua w/ maple sugar, batch 5",2015,73.0,Canada,65.0,Blend,Guatemala,118625.0
696,1470,Sirene,Pisa,2015,73.0,Canada,65.0,Blend,Haiti,118625.0
697,1472,Sirene,"Somia Plantation, 2012",2014,73.0,Canada,75.0,Trinitario,Madagascar,150562.5
698,1473,Sirene,"Camino Verde P., Balao, Guayas",2014,73.0,Canada,75.0,Blend,Ecuador,136875.0
699,1475,Sjolinds,Nicaragua,2015,72.0,U.S.A.,60.0,Blend,Nicaragua,108000.0
700,1487,"Smooth Chocolator, The",Camino Verde,2015,72.0,Australia,80.0,Blend,Ecuador,144000.0
701,1488,"Smooth Chocolator, The",Bolivia,2015,72.0,Australia,55.0,Blend,Bolivia,99000.0
702,1496,Sol Cacao,Madagascar,2015,72.0,U.S.A.,60.0,Trinitario,Madagascar,118800.00000000001
703,1498,Solkiki,"Castillo, Hispaniola, unroasted",2016,85.0,U.K.,55.0,Blend,Domincan Republic,116875.0
704,1500,Solomons Gold,Solomon Island w/ nibs,2016,75.0,New Zealand,65.0,Blend,Solomon Islands,121875.0
705,1510,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",2016,75.0,Canada,75.0,Blend,"Ven.,Ecu.,Peru,Nic.",140625.0
706,1515,Soma,Porcelana,2015,75.0,Canada,80.0,Blend,Venezuela,150000.0
707,1519,Soma,"Camino Verde P., Balao, Guayas",2014,80.0,Canada,70.0,Forastero (Nacional),Ecuador,140000.0
708,1522,Soma,"Rizek Cacao, Domin. Rep.",2013,77.0,Canada,75.0,Trinitario,Dominican Republic,158812.5
709,1528,Soma,Crazy 88,2013,88.0,Canada,80.0,Blend,"Guat., D.R., Peru, Mad., PNG",176000.0
710,1540,Soma,Papua New Guinea,2012,85.0,Canada,70.0,Trinitario,Papua New Guinea,163625.0
711,1558,Soul,Venezuela,2017,75.0,Canada,70.0,Blend,Venezuela,131250.0
712,1559,Soul,Ecuador,2017,75.0,Canada,65.0,Blend,Ecuador,121875.0
713,1560,Soul,Papua New Guinea,2017,77.0,Canada,65.0,Blend,Papua New Guinea,125125.0
714,1561,Soul,Tanzania,2017,80.0,Canada,70.0,Blend,Tanzania,140000.0
715,1563,Spagnvola,AgroCriso Plantation,2012,80.0,U.S.A.,60.0,Blend,Dominican Republic,120000.0
716,1564,Spagnvola,AgroCriso Plantation,2012,75.0,U.S.A.,65.0,Blend,Dominican Republic,121875.0
717,1571,Spencer,Malekula Island,2014,72.0,Australia,55.0,Trinitario,Vanuatu,108900.00000000001
718,1574,SRSLY,Dominican Republic,2013,84.0,U.S.A.,45.0,Blend,Dominican Republic,94500.0
719,1581,Stella (aka Bernrain),India,2011,72.0,Switzerland,65.0,Blend,India,117000.0
720,1582,Stone Grindz,"Ecuador, Midnight Dark",2014,84.0,U.S.A.,70.0,Blend,Ecuador,147000.0
721,1586,StRita Supreme,"Samar, East Visayas region",2012,75.0,U.S.A.,55.0,Blend,Philippines,103125.0
722,1588,Sublime Origins,Moho Valley,2013,78.0,U.S.A.,65.0,Trinitario,Belize,139425.0
723,1590,Summerbird,Peru,2016,71.0,Denmark,60.0,"Criollo, Trinitario",Peru,117150.00000000001
724,1595,Szanto Tibor,Baracoa,2015,88.0,Hungary,65.0,Trinitario,Cuba,157300.0
725,1616,Tablette (aka Vanillabeans),Trinidad,2015,77.0,Japan,55.0,Trinitario,Trinidad,116462.50000000001
726,1619,Taza,Alto Beni,2011,87.0,U.S.A.,65.0,Blend,Bolivia,141375.0
727,1620,Taza,Chiapan,2009,75.0,U.S.A.,55.0,Blend,Mexico,103125.0
728,1623,TCHO,Peru- Ecuador,2012,99.0,U.S.A.,65.0,Blend,"Peru, Ecuador",160875.0
729,1641,Tejas,Concepcion*,2012,80.0,U.S.A.,60.0,Blend,Venezuela,120000.0
730,1650,Terroir,Ecuador,2014,77.0,U.S.A.,65.0,Blend,Ecuador,125125.0
731,1652,Terroir,Uganda,2014,73.0,U.S.A.,75.0,Forastero,Uganda,136875.0
732,1656,Theo,Ivory Coast,2007,75.0,U.S.A.,50.0,Blend,Ivory Coast,93750.0
733,1657,Theo,"Ghana, Kumasi",2007,84.0,U.S.A.,60.0,Forastero,Ghana,126000.0
734,1658,Theo,"Venezuela; Barinos, Merida, Tachron",2007,91.0,U.S.A.,40.0,Blend,Venezuela,91000.0
735,1659,Theo,"Ghana, Panama, Ecuador",2007,75.0,U.S.A.,60.0,Blend,"Ghana, Panama, Ecuador",112500.0
736,1661,Timo A. Meyer,"Belize, med roast",2016,72.0,Germany,75.0,"Trinitario, TCGA",Belize,148500.0
737,1662,To'ak (Ecuatoriana),Manabi,2014,81.0,Ecuador,65.0,Forastero (Nacional),Ecuador,131625.0
738,1664,Tocoti,"Wild Bolivian, Jungle Love",2012,77.0,U.S.A.,60.0,Criollo,Bolivia,115500.0
739,1665,Tocoti,Venezuela,2011,72.0,U.S.A.,55.0,Blend,Venezuela,99000.0
740,1666,Tocoti,Dominican Republic,2011,74.0,U.S.A.,60.0,Blend,Dominican Republic,111000.0
741,1667,Treehouse,Conacado,2014,72.0,U.S.A.,60.0,Blend,Dominican Republic,108000.0
742,1668,Tsara (Cinagra),"Ambanja, Tsara Valley",2011,72.0,Madagascar,70.0,Blend,Madagascar,126000.0
743,1669,twenty-four blackbirds,Oko Caribe,2015,75.0,U.S.A.,55.0,Blend,Domincan Republic,103125.0
744,1670,twenty-four blackbirds,"Cedeno, lot 271",2015,75.0,U.S.A.,70.0,Blend,Ecuador,131250.0
745,1671,twenty-four blackbirds,Madagascar,2014,75.0,U.S.A.,70.0,Trinitario,Madagascar,144375.0
746,1673,twenty-four blackbirds,Palos Blancos,2013,75.0,U.S.A.,50.0,Blend,Bolivia,93750.0
